Date,s_eu,s_ch,kof_baro,kof_mpc,1J,2J,3J,4J,5J,6J,7J,8J,9J,10J,15J,20J,30J
2013-10-04,95.3,104.189564284012,107.085961903567,-0.14814815,0.0009699999999999999,-0.00018,0.0002,0.0017499999999999998,0.00374,0.00572,0.007490000000000001,0.009009999999999999,0.010270000000000001,0.01133,0.01464,0.01631,0.017990000000000003
2013-10-07,95.3,104.189564284012,107.085961903567,-0.14814815,0.0008500000000000001,-0.00044000000000000007,1e-05,0.00165,0.00368,0.005679999999999999,0.00745,0.00896,0.01023,0.01129,0.01463,0.016319999999999998,0.018019999999999998
2013-10-08,95.3,104.189564284012,107.085961903567,-0.14814815,0.00091,-0.00034,5e-05,0.0016300000000000002,0.00365,0.005639999999999999,0.0074199999999999995,0.00893,0.0102,0.01125,0.01455,0.01622,0.017890000000000003
2013-10-09,95.3,104.189564284012,107.085961903567,-0.14814815,0.00094,-0.00026000000000000003,-1e-05,0.00144,0.00337,0.005329999999999999,0.00711,0.00865,0.00996,0.011049999999999999,0.014490000000000001,0.01625,0.018009999999999998
2013-10-10,95.3,104.189564284012,107.085961903567,-0.14814815,0.00114,-0.0006,-0.0001,0.0016,0.0036200000000000004,0.0055899999999999995,0.007340000000000001,0.00885,0.01012,0.011200000000000002,0.01462,0.01637,0.01814
2013-10-11,95.3,104.189564284012,107.085961903567,-0.14814815,0.0010800000000000002,-0.00065,-0.0001,0.0016300000000000002,0.00368,0.005660000000000001,0.0074199999999999995,0.00892,0.0102,0.01127,0.014669999999999999,0.01641,0.01816
2013-10-14,95.3,104.189564284012,107.085961903567,-0.14814815,0.00078,-0.00058,-0.00021,0.0014199999999999998,0.0034999999999999996,0.005560000000000001,0.0074,0.00897,0.01029,0.01139,0.014830000000000001,0.016569999999999998,0.01832
2013-10-15,95.3,104.189564284012,107.085961903567,-0.14814815,0.0008,-0.00039,0.00011000000000000002,0.0018,0.0039000000000000003,0.00596,0.00779,0.00935,0.01065,0.011740000000000002,0.015119999999999998,0.01684,0.01856
2013-10-16,95.3,104.189564284012,107.085961903567,-0.14814815,0.0008699999999999999,-0.00027000000000000006,0.00024,0.00192,0.004,0.00605,0.00787,0.00943,0.010740000000000001,0.01183,0.015269999999999999,0.017009999999999997,0.01877
2013-10-17,95.3,104.189564284012,107.085961903567,-0.14814815,0.0008800000000000001,-0.0002,0.00032,0.00196,0.004,0.006,0.0078000000000000005,0.009340000000000001,0.010629999999999999,0.01172,0.015149999999999999,0.0169,0.01865
